sw_lon,sw_lat,ne_lon,ne_lat,region
150,-40,155,-35,Australia
155,-40,160,-35,Pacific Ocean
160,-40,165,-35,New Zealand & Pacific
165,-40,170,-35,New Zealand & Pacific
170,-40,175,-35,New Zealand & Pacific
175,-40,180,-35,New Zealand & Pacific
-180,-35,-175,-30,Pacific Ocean
-175,-35,-170,-30,Pacific Ocean
-170,-35,-165,-30,Pacific Ocean
-165,-35,-160,-30,Pacific Ocean
-160,-35,-155,-30,Pacific Ocean
-155,-35,-150,-30,Pacific Ocean
-150,-35,-145,-30,Pacific Ocean
-145,-35,-140,-30,Pacific Ocean
-140,-35,-135,-30,Pacific Ocean
-135,-35,-130,-30,Pacific Ocean
-130,-35,-125,-30,Pacific Ocean
-125,-35,-120,-30,Pacific Ocean
-120,-35,-115,-30,Pacific Ocean
-115,-35,-110,-30,Pacific Ocean
-110,-35,-105,-30,Pacific Ocean
-105,-35,-100,-30,Pacific Ocean
-100,-35,-95,-30,Pacific Ocean
-95,-35,-90,-30,Pacific Ocean
-90,-35,-85,-30,Atlantic Ocean
-85,-35,-80,-30,South America
-80,-35,-75,-30,South America
-75,-35,-70,-30,South America
-70,-35,-65,-30,South America
-65,-35,-60,-30,South America
-60,-35,-55,-30,South America
-55,-35,-50,-30,South America
-50,-35,-45,-30,South America
-45,-35,-40,-30,South America
-40,-35,-35,-30,South America
-35,-35,-30,-30,South America
-30,-35,-25,-30,Atlantic Ocean
-25,-35,-20,-30,Atlantic Ocean
-20,-35,-15,-30,Africa
-15,-35,-10,-30,Africa
-10,-35,-5,-30,Africa
-5,-35,0,-30,Africa
0,-35,5,-30,Africa
5,-35,10,-30,Africa
10,-35,15,-30,Africa
15,-35,20,-30,Africa
20,-35,25,-30,Africa
25,-35,30,-30,Africa
30,-35,35,-30,Africa
35,-35,40,-30,Africa
40,-35,45,-30,Africa
45,-35,50,-30,Africa
50,-35,55,-30,Africa
55,-35,60,-30,Indian Ocean
60,-35,65,-30,Indian Ocean
65,-35,70,-30,Indian Ocean
70,-35,75,-30,Indian Ocean
75,-35,80,-30,Indian Ocean
80,-35,85,-30,Pacific Ocean
85,-35,90,-30,Pacific Ocean
90,-35,95,-30,Pacific Ocean
95,-35,100,-30,Pacific Ocean
100,-35,105,-30,Pacific Ocean
105,-35,110,-30,Pacific Ocean
110,-35,115,-30,Australia
115,-35,120,-30,Australia
120,-35,125,-30,Australia
125,-35,130,-30,Australia
130,-35,135,-30,Australia
135,-35,140,-30,Australia
140,-35,145,-30,Australia
145,-35,150,-30,Australia
150,-35,155,-30,Australia
155,-35,160,-30,Pacific Ocean
160,-35,165,-30,New Zealand & Pacific
165,-35,170,-30,New Zealand & Pacific
170,-35,175,-30,New Zealand & Pacific
175,-35,180,-30,New Zealand & Pacific
-180,-30,-175,-25,Pacific Ocean
-175,-30,-170,-25,Pacific Ocean
-170,-30,-165,-25,Pacific Ocean
-165,-30,-160,-25,Pacific Ocean
-160,-30,-155,-25,Pacific Ocean
-155,-30,-150,-25,Pacific Ocean
-150,-30,-145,-25,Pacific Ocean
-145,-30,-140,-25,Pacific Ocean
-140,-30,-135,-25,Pacific Ocean
-135,-30,-130,-25,Pacific Ocean
-130,-30,-125,-25,Pacific Ocean
-125,-30,-120,-25,Pacific Ocean
-120,-30,-115,-25,Pacific Ocean
-115,-30,-110,-25,Pacific Ocean
-110,-30,-105,-25,Pacific Ocean
-105,-30,-100,-25,Pacific Ocean
-100,-30,-95,-25,Pacific Ocean
-95,-30,-90,-25,Pacific Ocean
-90,-30,-85,-25,Atlantic Ocean
-85,-30,-80,-25,South America
-80,-30,-75,-25,South America
-75,-30,-70,-25,South America
-70,-30,-65,-25,South America
-65,-30,-60,-25,South America
-60,-30,-55,-25,South America
-55,-30,-50,-25,South America
-50,-30,-45,-25,South America
-45,-30,-40,-25,South America
-40,-30,-35,-25,South America
-35,-30,-30,-25,South America
-30,-30,-25,-25,Atlantic Ocean
-25,-30,-20,-25,Atlantic Ocean
-20,-30,-15,-25,Africa
-15,-30,-10,-25,Africa
-10,-30,-5,-25,Africa
-5,-30,0,-25,Africa
0,-30,5,-25,Africa
5,-30,10,-25,Africa
10,-30,15,-25,Africa
15,-30,20,-25,Africa
20,-30,25,-25,Africa
25,-30,30,-25,Africa
30,-30,35,-25,Africa
35,-30,40,-25,Africa
40,-30,45,-25,Africa
45,-30,50,-25,Africa
50,-30,55,-25,Africa
55,-30,60,-25,Indian Ocean
60,-30,65,-25,Indian Ocean
65,-30,70,-25,Indian Ocean
70,-30,75,-25,Indian Ocean
75,-30,80,-25,Indian Ocean
80,-30,85,-25,Pacific Ocean
85,-30,90,-25,Pacific Ocean
90,-30,95,-25,Pacific Ocean
95,-30,100,-25,Pacific Ocean
100,-30,105,-25,Pacific Ocean
105,-30,110,-25,Pacific Ocean
110,-30,115,-25,Australia
115,-30,120,-25,Australia
120,-30,125,-25,Australia
125,-30,130,-25,Australia
130,-30,135,-25,Australia
135,-30,140,-25,Australia
140,-30,145,-25,Australia
145,-30,150,-25,Australia
150,-30,155,-25,Australia
155,-30,160,-25,New Zealand & Pacific
160,-30,165,-25,New Zealand & Pacific
165,-30,170,-25,New Zealand & Pacific
170,-30,175,-25,New Zealand & Pacific
175,-30,180,-25,New Zealand & Pacific
-180,-25,-175,-20,Pacific Ocean
-175,-25,-170,-20,Pacific Ocean
-170,-25,-165,-20,Pacific Ocean
-165,-25,-160,-20,Pacific Ocean
-160,-25,-155,-20,Pacific Ocean
-155,-25,-150,-20,Pacific Ocean
-150,-25,-145,-20,Pacific Ocean
-145,-25,-140,-20,Pacific Ocean
-140,-25,-135,-20,Pacific Ocean
-135,-25,-130,-20,Pacific Ocean
-130,-25,-125,-20,Pacific Ocean
-125,-25,-120,-20,Pacific Ocean
-120,-25,-115,-20,Pacific Ocean
-115,-25,-110,-20,Pacific Ocean
-110,-25,-105,-20,Pacific Ocean
-105,-25,-100,-20,Pacific Ocean
-100,-25,-95,-20,Pacific Ocean
-95,-25,-90,-20,Pacific Ocean
-90,-25,-85,-20,Atlantic Ocean
-85,-25,-80,-20,South America
-80,-25,-75,-20,South America
-75,-25,-70,-20,South America
-70,-25,-65,-20,South America
-65,-25,-60,-20,South America
-60,-25,-55,-20,South America
-55,-25,-50,-20,South America
-50,-25,-45,-20,South America
-45,-25,-40,-20,South America
-40,-25,-35,-20,South America
-35,-25,-30,-20,South America
-30,-25,-25,-20,Atlantic Ocean
-25,-25,-20,-20,Atlantic Ocean
-20,-25,-15,-20,Africa
-15,-25,-10,-20,Africa
-10,-25,-5,-20,Africa
-5,-25,0,-20,Africa
0,-25,5,-20,Africa
5,-25,10,-20,Africa
10,-25,15,-20,Africa
15,-25,20,-20,Africa
20,-25,25,-20,Africa
25,-25,30,-20,Africa
30,-25,35,-20,Africa
35,-25,40,-20,Africa
40,-25,45,-20,Africa
45,-25,50,-20,Africa
50,-25,55,-20,Africa
55,-25,60,-20,Indian Ocean
60,-25,65,-20,Indian Ocean
65,-25,70,-20,Indian Ocean
70,-25,75,-20,Indian Ocean
75,-25,80,-20,Indian Ocean
80,-25,85,-20,Pacific Ocean
85,-25,90,-20,Pacific Ocean
90,-25,95,-20,Pacific Ocean
95,-25,100,-20,Pacific Ocean
100,-25,105,-20,Pacific Ocean
105,-25,110,-20,Pacific Ocean
110,-25,115,-20,Australia
115,-25,120,-20,Australia
120,-25,125,-20,Australia
125,-25,130,-20,Australia
130,-25,135,-20,Australia
135,-25,140,-20,Australia
140,-25,145,-20,Australia
145,-25,150,-20,Australia
150,-25,155,-20,Australia
155,-25,160,-20,New Zealand & Pacific
160,-25,165,-20,New Zealand & Pacific
165,-25,170,-20,New Zealand & Pacific
170,-25,175,-20,New Zealand & Pacific
175,-25,180,-20,New Zealand & Pacific
-180,-20,-175,-15,Pacific Ocean
-175,-20,-170,-15,Pacific Ocean
-170,-20,-165,-15,Pacific Ocean
-165,-20,-160,-15,Pacific Ocean
-160,-20,-155,-15,Pacific Ocean
-155,-20,-150,-15,Pacific Ocean
-150,-20,-145,-15,Pacific Ocean
-145,-20,-140,-15,Pacific Ocean
-140,-20,-135,-15,Pacific Ocean
-135,-20,-130,-15,Pacific Ocean
-130,-20,-125,-15,Pacific Ocean
-125,-20,-120,-15,Pacific Ocean
-120,-20,-115,-15,Pacific Ocean
-115,-20,-110,-15,Pacific Ocean
-110,-20,-105,-15,Pacific Ocean
-105,-20,-100,-15,Pacific Ocean
-100,-20,-95,-15,Pacific Ocean
-95,-20,-90,-15,Pacific Ocean
-90,-20,-85,-15,Atlantic Ocean
-85,-20,-80,-15,South America
-80,-20,-75,-15,South America
-75,-20,-70,-15,South America
-70,-20,-65,-15,South America
-65,-20,-60,-15,South America
-60,-20,-55,-15,South America
-55,-20,-50,-15,South America
-50,-20,-45,-15,South America
-45,-20,-40,-15,South America
-40,-20,-35,-15,South America
-35,-20,-30,-15,South America
-30,-20,-25,-15,Atlantic Ocean
-25,-20,-20,-15,Atlantic Ocean
-20,-20,-15,-15,Africa
-15,-20,-10,-15,Africa
-10,-20,-5,-15,Africa
-5,-20,0,-15,Africa
0,-20,5,-15,Africa
5,-20,10,-15,Africa
10,-20,15,-15,Africa
15,-20,20,-15,Africa
20,-20,25,-15,Africa
25,-20,30,-15,Africa
30,-20,35,-15,Africa
35,-20,40,-15,Africa
40,-20,45,-15,Africa
45,-20,50,-15,Africa
50,-20,55,-15,Africa
55,-20,60,-15,Indian Ocean
60,-20,65,-15,Indian Ocean
65,-20,70,-15,Indian Ocean
70,-20,75,-15,Indian Ocean
75,-20,80,-15,Indian Ocean
80,-20,85,-15,Pacific Ocean
85,-20,90,-15,Pacific Ocean
90,-20,95,-15,Pacific Ocean
95,-20,100,-15,Pacific Ocean
100,-20,105,-15,Pacific Ocean
105,-20,110,-15,Pacific Ocean
110,-20,115,-15,Australia
115,-20,120,-15,Australia
120,-20,125,-15,Australia
125,-20,130,-15,Australia
130,-20,135,-15,Australia
135,-20,140,-15,Australia
140,-20,145,-15,Australia
145,-20,150,-15,Australia
150,-20,155,-15,Australia
155,-20,160,-15,New Zealand & Pacific
160,-20,165,-15,New Zealand & Pacific
165,-20,170,-15,New Zealand & Pacific
170,-20,175,-15,New Zealand & Pacific
175,-20,180,-15,New Zealand & Pacific
-180,-15,-175,-10,Pacific Ocean
-175,-15,-170,-10,Pacific Ocean
-170,-15,-165,-10,Pacific Ocean
-165,-15,-160,-10,Pacific Ocean
-160,-15,-155,-10,Pacific Ocean
-155,-15,-150,-10,Pacific Ocean
-150,-15,-145,-10,Pacific Ocean
-145,-15,-140,-10,Pacific Ocean
-140,-15,-135,-10,Pacific Ocean
-135,-15,-130,-10,Pacific Ocean
-130,-15,-125,-10,Pacific Ocean
-125,-15,-120,-10,Pacific Ocean
-120,-15,-115,-10,Pacific Ocean
-115,-15,-110,-10,Pacific Ocean
-110,-15,-105,-10,Pacific Ocean
-105,-15,-100,-10,Pacific Ocean
-100,-15,-95,-10,Pacific Ocean
-95,-15,-90,-10,Pacific Ocean
-90,-15,-85,-10,Atlantic Ocean
-85,-15,-80,-10,South America
-80,-15,-75,-10,South America
-75,-15,-70,-10,South America
-70,-15,-65,-10,South America
-65,-15,-60,-10,South America
-60,-15,-55,-10,South America
-55,-15,-50,-10,South America
-50,-15,-45,-10,South America
-45,-15,-40,-10,South America
-40,-15,-35,-10,South America
-35,-15,-30,-10,South America
-30,-15,-25,-10,Atlantic Ocean
-25,-15,-20,-10,Atlantic Ocean
-20,-15,-15,-10,Africa
-15,-15,-10,-10,Africa
-10,-15,-5,-10,Africa
-5,-15,0,-10,Africa
0,-15,5,-10,Africa
5,-15,10,-10,Africa
10,-15,15,-10,Africa
15,-15,20,-10,Africa
20,-15,25,-10,Africa
25,-15,30,-10,Africa
30,-15,35,-10,Africa
35,-15,40,-10,Africa
40,-15,45,-10,Africa
45,-15,50,-10,Africa
50,-15,55,-10,Africa
55,-15,60,-10,Indian Ocean
60,-15,65,-10,Indian Ocean
65,-15,70,-10,Indian Ocean
70,-15,75,-10,Indian Ocean
75,-15,80,-10,Indian Ocean
80,-15,85,-10,Pacific Ocean
85,-15,90,-10,Pacific Ocean
90,-15,95,-10,Pacific Ocean
95,-15,100,-10,Pacific Ocean
100,-15,105,-10,Pacific Ocean
105,-15,110,-10,Pacific Ocean
110,-15,115,-10,Australia
115,-15,120,-10,Southeast Asia
120,-15,125,-10,Southeast Asia
125,-15,130,-10,Australia
130,-15,135,-10,Australia
135,-15,140,-10,Australia
140,-15,145,-10,Australia
145,-15,150,-10,Australia
150,-15,155,-10,Australia
155,-15,160,-10,New Zealand & Pacific
160,-15,165,-10,New Zealand & Pacific
165,-15,170,-10,New Zealand & Pacific
170,-15,175,-10,New Zealand & Pacific
175,-15,180,-10,New Zealand & Pacific
-180,-10,-175,-5,Pacific Ocean
-175,-10,-170,-5,Pacific Ocean
-170,-10,-165,-5,Pacific Ocean
-165,-10,-160,-5,Pacific Ocean
-160,-10,-155,-5,Pacific Ocean
-155,-10,-150,-5,Pacific Ocean
-150,-10,-145,-5,Pacific Ocean
-145,-10,-140,-5,Pacific Ocean
-140,-10,-135,-5,Pacific Ocean
-135,-10,-130,-5,Pacific Ocean
-130,-10,-125,-5,Pacific Ocean
-125,-10,-120,-5,Pacific Ocean
-120,-10,-115,-5,Pacific Ocean
-115,-10,-110,-5,Pacific Ocean
-110,-10,-105,-5,Pacific Ocean
-105,-10,-100,-5,Pacific Ocean
-100,-10,-95,-5,Pacific Ocean
-95,-10,-90,-5,Pacific Ocean
-90,-10,-85,-5,Atlantic Ocean
-85,-10,-80,-5,South America
-80,-10,-75,-5,South America
-75,-10,-70,-5,South America
-70,-10,-65,-5,South America
-65,-10,-60,-5,South America
-60,-10,-55,-5,South America
-55,-10,-50,-5,South America
-50,-10,-45,-5,South America
-45,-10,-40,-5,South America
-40,-10,-35,-5,South America
-35,-10,-30,-5,South America
-30,-10,-25,-5,Atlantic Ocean
-25,-10,-20,-5,Atlantic Ocean
-20,-10,-15,-5,Africa
-15,-10,-10,-5,Africa
-10,-10,-5,-5,Africa
-5,-10,0,-5,Africa
0,-10,5,-5,Africa
5,-10,10,-5,Africa
10,-10,15,-5,Africa
15,-10,20,-5,Africa
20,-10,25,-5,Africa
25,-10,30,-5,Africa
30,-10,35,-5,Africa
35,-10,40,-5,Africa
40,-10,45,-5,Africa
45,-10,50,-5,Africa
50,-10,55,-5,Africa
55,-10,60,-5,Indian Ocean
60,-10,65,-5,Indian Ocean
65,-10,70,-5,Indian Ocean
70,-10,75,-5,Indian Ocean
75,-10,80,-5,Indian Ocean
80,-10,85,-5,Pacific Ocean
85,-10,90,-5,Pacific Ocean
90,-10,95,-5,Southeast Asia
95,-10,100,-5,Southeast Asia
100,-10,105,-5,Southeast Asia
105,-10,110,-5,Southeast Asia
110,-10,115,-5,Southeast Asia
115,-10,120,-5,Southeast Asia
120,-10,125,-5,Southeast Asia
125,-10,130,-5,Southeast Asia
130,-10,135,-5,Southeast Asia
135,-10,140,-5,Southeast Asia
140,-10,145,-5,New Zealand & Pacific
145,-10,150,-5,New Zealand & Pacific
150,-10,155,-5,New Zealand & Pacific
155,-10,160,-5,New Zealand & Pacific
160,-10,165,-5,New Zealand & Pacific
165,-10,170,-5,New Zealand & Pacific
170,-10,175,-5,New Zealand & Pacific
175,-10,180,-5,New Zealand & Pacific
-180,-5,-175,0,Pacific Ocean
-175,-5,-170,0,Pacific Ocean
-170,-5,-165,0,Pacific Ocean
-165,-5,-160,0,Pacific Ocean
-160,-5,-155,0,Pacific Ocean
-155,-5,-150,0,Pacific Ocean
-150,-5,-145,0,Pacific Ocean
-145,-5,-140,0,Pacific Ocean
-140,-5,-135,0,Pacific Ocean
-135,-5,-130,0,Pacific Ocean
-130,-5,-125,0,Pacific Ocean
-125,-5,-120,0,Pacific Ocean
-120,-5,-115,0,Pacific Ocean
-115,-5,-110,0,Pacific Ocean
-110,-5,-105,0,Pacific Ocean
-105,-5,-100,0,Pacific Ocean
-100,-5,-95,0,Pacific Ocean
-95,-5,-90,0,Pacific Ocean
-90,-5,-85,0,Atlantic Ocean
-85,-5,-80,0,South America
-80,-5,-75,0,South America
-75,-5,-70,0,South America
-70,-5,-65,0,South America
-65,-5,-60,0,South America
-60,-5,-55,0,South America
-55,-5,-50,0,South America
-50,-5,-45,0,South America
-45,-5,-40,0,South America
-40,-5,-35,0,South America
-35,-5,-30,0,South America
-30,-5,-25,0,Atlantic Ocean
-25,-5,-20,0,Atlantic Ocean
-20,-5,-15,0,Africa
-15,-5,-10,0,Africa
-10,-5,-5,0,Africa
-5,-5,0,0,Africa
0,-5,5,0,Africa
5,-5,10,0,Africa
10,-5,15,0,Africa
15,-5,20,0,Africa
20,-5,25,0,Africa
25,-5,30,0,Africa
30,-5,35,0,Africa
35,-5,40,0,Africa
40,-5,45,0,Africa
45,-5,50,0,Africa
50,-5,55,0,Africa
55,-5,60,0,Indian Ocean
60,-5,65,0,Indian Ocean
65,-5,70,0,Indian Ocean
70,-5,75,0,Indian Ocean
75,-5,80,0,Indian Ocean
80,-5,85,0,Pacific Ocean
85,-5,90,0,Pacific Ocean
90,-5,95,0,Southeast Asia
95,-5,100,0,Southeast Asia
100,-5,105,0,Southeast Asia
105,-5,110,0,Southeast Asia
110,-5,115,0,Southeast Asia
115,-5,120,0,Southeast Asia
120,-5,125,0,Southeast Asia
125,-5,130,0,Southeast Asia
130,-5,135,0,Southeast Asia
135,-5,140,0,Southeast Asia
140,-5,145,0,New Zealand & Pacific
145,-5,150,0,New Zealand & Pacific
150,-5,155,0,New Zealand & Pacific
155,-5,160,0,New Zealand & Pacific
160,-5,165,0,New Zealand & Pacific
165,-5,170,0,New Zealand & Pacific
170,-5,175,0,New Zealand & Pacific
175,-5,180,0,New Zealand & Pacific
-180,0,-175,5,Pacific Ocean
-175,0,-170,5,Pacific Ocean
-170,0,-165,5,Pacific Ocean
-165,0,-160,5,Pacific Ocean
-160,0,-155,5,Pacific Ocean
-155,0,-150,5,Pacific Ocean
-150,0,-145,5,Pacific Ocean
-145,0,-140,5,Pacific Ocean
-140,0,-135,5,Pacific Ocean
-135,0,-130,5,Pacific Ocean
-130,0,-125,5,Pacific Ocean
-125,0,-120,5,Pacific Ocean
-120,0,-115,5,Pacific Ocean
-115,0,-110,5,Pacific Ocean
-110,0,-105,5,Pacific Ocean
-105,0,-100,5,Pacific Ocean
-100,0,-95,5,Pacific Ocean
-95,0,-90,5,Pacific Ocean
-90,0,-85,5,Atlantic Ocean
-85,0,-80,5,South America
-80,0,-75,5,South America
-75,0,-70,5,South America
-70,0,-65,5,South America
-65,0,-60,5,South America
-60,0,-55,5,South America
-55,0,-50,5,South America
-50,0,-45,5,South America
-45,0,-40,5,South America
-40,0,-35,5,South America
-35,0,-30,5,South America
-30,0,-25,5,Atlantic Ocean
-25,0,-20,5,Atlantic Ocean
-20,0,-15,5,Africa
-15,0,-10,5,Africa
-10,0,-5,5,Africa
-5,0,0,5,Africa
0,0,5,5,Africa
5,0,10,5,Africa
10,0,15,5,Africa
15,0,20,5,Africa
20,0,25,5,Africa
25,0,30,5,Africa
30,0,35,5,Africa
35,0,40,5,Africa
40,0,45,5,Africa
45,0,50,5,Africa
50,0,55,5,Africa
55,0,60,5,Indian Ocean
60,0,65,5,Indian Ocean
65,0,70,5,Indian Ocean
70,0,75,5,Indian Ocean
75,0,80,5,Indian Ocean
80,0,85,5,Pacific Ocean
85,0,90,5,Pacific Ocean
90,0,95,5,Southeast Asia
95,0,100,5,Southeast Asia
100,0,105,5,Southeast Asia
105,0,110,5,Southeast Asia
110,0,115,5,Southeast Asia
115,0,120,5,Southeast Asia
120,0,125,5,Southeast Asia
125,0,130,5,Southeast Asia
130,0,135,5,New Zealand & Pacific
135,0,140,5,Southeast Asia
140,0,145,5,Southeast Asia
145,0,150,5,New Zealand & Pacific
150,0,155,5,New Zealand & Pacific
155,0,160,5,New Zealand & Pacific
160,0,165,5,New Zealand & Pacific
165,0,170,5,New Zealand & Pacific
170,0,175,5,New Zealand & Pacific
175,0,180,5,New Zealand & Pacific
-180,5,-175,10,Pacific Ocean
-175,5,-170,10,Pacific Ocean
-170,5,-165,10,Pacific Ocean
-165,5,-160,10,Pacific Ocean
-160,5,-155,10,Pacific Ocean
-155,5,-150,10,Pacific Ocean
-150,5,-145,10,Pacific Ocean
-145,5,-140,10,Pacific Ocean
-140,5,-135,10,Pacific Ocean
-135,5,-130,10,Pacific Ocean
-130,5,-125,10,Pacific Ocean
-125,5,-120,10,Pacific Ocean
-120,5,-115,10,Central America & Caribbean
-115,5,-110,10,Central America & Caribbean
-110,5,-105,10,Central America & Caribbean
-105,5,-100,10,Central America & Caribbean
-100,5,-95,10,Central America & Caribbean
-95,5,-90,10,Central America & Caribbean
-90,5,-85,10,Central America & Caribbean
-85,5,-80,10,Central America & Caribbean
-80,5,-75,10,South America
-75,5,-70,10,South America
-70,5,-65,10,South America
-65,5,-60,10,South America
-60,5,-55,10,South America
-55,5,-50,10,South America
-50,5,-45,10,South America
-45,5,-40,10,South America
-40,5,-35,10,South America
-35,5,-30,10,South America
-30,5,-25,10,Atlantic Ocean
-25,5,-20,10,Atlantic Ocean
-20,5,-15,10,Africa
-15,5,-10,10,Africa
-10,5,-5,10,Africa
-5,5,0,10,Africa
0,5,5,10,Africa
5,5,10,10,Africa
10,5,15,10,Africa
15,5,20,10,Africa
20,5,25,10,Africa
25,5,30,10,Africa
30,5,35,10,Africa
35,5,40,10,Africa
40,5,45,10,Africa
45,5,50,10,Africa
50,5,55,10,Africa
55,5,60,10,Indian Ocean
60,5,65,10,South Asia
65,5,70,10,South Asia
70,5,75,10,South Asia
75,5,80,10,South Asia
80,5,85,10,South Asia
85,5,90,10,South Asia
90,5,95,10,South Asia
95,5,100,10,South Asia
100,5,105,10,Southeast Asia
105,5,110,10,Southeast Asia
110,5,115,10,Southeast Asia
115,5,120,10,Southeast Asia
120,5,125,10,Southeast Asia
125,5,130,10,Southeast Asia
130,5,135,10,New Zealand & Pacific
135,5,140,10,New Zealand & Pacific
140,5,145,10,Southeast Asia
145,5,150,10,New Zealand & Pacific
150,5,155,10,New Zealand & Pacific
155,5,160,10,New Zealand & Pacific
160,5,165,10,New Zealand & Pacific
165,5,170,10,New Zealand & Pacific
170,5,175,10,New Zealand & Pacific
175,5,180,10,New Zealand & Pacific
-180,10,-175,15,Pacific Ocean
-175,10,-170,15,Pacific Ocean
-170,10,-165,15,Pacific Ocean
-165,10,-160,15,Pacific Ocean
-160,10,-155,15,Pacific Ocean
-155,10,-150,15,Pacific Ocean
-150,10,-145,15,Pacific Ocean
-145,10,-140,15,Pacific Ocean
-140,10,-135,15,Pacific Ocean
-135,10,-130,15,Pacific Ocean
-130,10,-125,15,Pacific Ocean
-125,10,-120,15,Pacific Ocean
-120,10,-115,15,Central America & Caribbean
-115,10,-110,15,Central America & Caribbean
-110,10,-105,15,Central America & Caribbean
-105,10,-100,15,Central America & Caribbean
-100,10,-95,15,Central America & Caribbean
-95,10,-90,15,Central America & Caribbean
-90,10,-85,15,Central America & Caribbean
-85,10,-80,15,Central America & Caribbean
-80,10,-75,15,South America
-75,10,-70,15,South America
-70,10,-65,15,South America
-65,10,-60,15,South America
-60,10,-55,15,Central America & Caribbean
-55,10,-50,15,South America
-50,10,-45,15,South America
-45,10,-40,15,South America
-40,10,-35,15,South America
-35,10,-30,15,South America
-30,10,-25,15,Atlantic Ocean
-25,10,-20,15,Atlantic Ocean
-20,10,-15,15,Africa
-15,10,-10,15,Africa
-10,10,-5,15,Africa
-5,10,0,15,Africa
0,10,5,15,Africa
5,10,10,15,Africa
10,10,15,15,Africa
15,10,20,15,Africa
20,10,25,15,Africa
25,10,30,15,Africa
30,10,35,15,Africa
35,10,40,15,Africa
40,10,45,15,Africa
45,10,50,15,Africa
50,10,55,15,Africa
55,10,60,15,Middle East
60,10,65,15,Middle East
65,10,70,15,South Asia
70,10,75,15,South Asia
75,10,80,15,South Asia
80,10,85,15,South Asia
85,10,90,15,South Asia
90,10,95,15,South Asia
95,10,100,15,South Asia
100,10,105,15,Southeast Asia
105,10,110,15,Southeast Asia
110,10,115,15,Southeast Asia
115,10,120,15,Southeast Asia
120,10,125,15,Southeast Asia
125,10,130,15,Southeast Asia
130,10,135,15,Southeast Asia
135,10,140,15,Southeast Asia
140,10,145,15,New Zealand & Pacific
145,10,150,15,New Zealand & Pacific
150,10,155,15,New Zealand & Pacific
155,10,160,15,New Zealand & Pacific
160,10,165,15,New Zealand & Pacific
165,10,170,15,New Zealand & Pacific
170,10,175,15,New Zealand & Pacific
175,10,180,15,New Zealand & Pacific
-180,15,-175,20,Pacific Ocean
-175,15,-170,20,Pacific Ocean
-170,15,-165,20,Pacific Ocean
-165,15,-160,20,Pacific Ocean
-160,15,-155,20,Pacific Ocean
-155,15,-150,20,Pacific Ocean
-150,15,-145,20,Pacific Ocean
-145,15,-140,20,Pacific Ocean
-140,15,-135,20,Pacific Ocean
-135,15,-130,20,Pacific Ocean
-130,15,-125,20,Pacific Ocean
-125,15,-120,20,Pacific Ocean
-120,15,-115,20,Central America & Caribbean
-115,15,-110,20,Central America & Caribbean
-110,15,-105,20,Central America & Caribbean
-105,15,-100,20,Central America & Caribbean
-100,15,-95,20,Central America & Caribbean
-95,15,-90,20,Central America & Caribbean
-90,15,-85,20,Central America & Caribbean
-85,15,-80,20,Central America & Caribbean
-80,15,-75,20,Central America & Caribbean
-75,15,-70,20,Central America & Caribbean
-70,15,-65,20,Central America & Caribbean
-65,15,-60,20,Central America & Caribbean
-60,15,-55,20,Central America & Caribbean
-55,15,-50,20,Atlantic Ocean
-50,15,-45,20,Atlantic Ocean
-45,15,-40,20,Atlantic Ocean
-40,15,-35,20,Atlantic Ocean
-35,15,-30,20,Atlantic Ocean
-30,15,-25,20,Atlantic Ocean
-25,15,-20,20,Atlantic Ocean
-20,15,-15,20,Africa
-15,15,-10,20,Africa
-10,15,-5,20,Africa
-5,15,0,20,Africa
0,15,5,20,Africa
5,15,10,20,Africa
10,15,15,20,Africa
15,15,20,20,Africa
20,15,25,20,Africa
25,15,30,20,Africa
30,15,35,20,Africa
35,15,40,20,Africa
40,15,45,20,Middle East
45,15,50,20,Middle East
50,15,55,20,Middle East
55,15,60,20,Middle East
60,15,65,20,Middle East
65,15,70,20,South Asia
70,15,75,20,South Asia
75,15,80,20,South Asia
80,15,85,20,South Asia
85,15,90,20,South Asia
90,15,95,20,South Asia
95,15,100,20,South Asia
100,15,105,20,Southeast Asia
105,15,110,20,Southeast Asia
110,15,115,20,Southeast Asia
115,15,120,20,Southeast Asia
120,15,125,20,Southeast Asia
125,15,130,20,Southeast Asia
130,15,135,20,Southeast Asia
135,15,140,20,Southeast Asia
140,15,145,20,Southeast Asia
145,15,150,20,New Zealand & Pacific
150,15,155,20,New Zealand & Pacific
155,15,160,20,New Zealand & Pacific
160,15,165,20,New Zealand & Pacific
165,15,170,20,New Zealand & Pacific
170,15,175,20,New Zealand & Pacific
175,15,180,20,New Zealand & Pacific
-180,20,-175,25,Pacific Ocean
-175,20,-170,25,Pacific Ocean
-170,20,-165,25,Pacific Ocean
-165,20,-160,25,Pacific Ocean
-160,20,-155,25,Pacific Ocean
-155,20,-150,25,Pacific Ocean
-150,20,-145,25,Pacific Ocean
-145,20,-140,25,Pacific Ocean
-140,20,-135,25,Pacific Ocean
-135,20,-130,25,Pacific Ocean
-130,20,-125,25,Pacific Ocean
-125,20,-120,25,Pacific Ocean
-120,20,-115,25,Central America & Caribbean
-115,20,-110,25,Central America & Caribbean
-110,20,-105,25,Central America & Caribbean
-105,20,-100,25,Central America & Caribbean
-100,20,-95,25,Central America & Caribbean
